admin2_code,admin1_name,admin2_name,population,year,resource_hdx_id
ID5321,Nusa Tenggara Timur,Malaka,194955,2020,8f6f09d2-95f7-42dc-b6f1-aead319607f3
ID5371,Nusa Tenggara Timur,Kota Kupang,446857,2020,8f6f09d2-95f7-42dc-b6f1-aead319607f3
ID6101,Kalimantan Barat,Sambas,539937,2020,8f6f09d2-95f7-42dc-b6f1-aead319607f3
ID6102,Kalimantan Barat,Bengkayang,258423,2020,8f6f09d2-95f7-42dc-b6f1-aead319607f3
ID6103,Kalimantan Barat,Landak,379450,2020,8f6f09d2-95f7-42dc-b6f1-aead319607f3
ID6104,Kalimantan Barat,Mempawah,265065,2020,8f6f09d2-95f7-42dc-b6f1-aead319607f3
ID6105,Kalimantan Barat,Sanggau,473459,2020,8f6f09d2-95f7-42dc-b6f1-aead319607f3
ID6106,Kalimantan Barat,Ketapang,517829,2020,8f6f09d2-95f7-42dc-b6f1-aead319607f3
ID6107,Kalimantan Barat,Sintang,421321,2020,8f6f09d2-95f7-42dc-b6f1-aead319607f3
ID6108,Kalimantan Barat,Kapuas Hulu,266209,2020,8f6f09d2-95f7-42dc-b6f1-aead319607f3
ID6109,Kalimantan Barat,Sekadau,201458,2020,8f6f09d2-95f7-42dc-b6f1-aead319607f3
ID6110,Kalimantan Barat,Melawi,210191,2020,8f6f09d2-95f7-42dc-b6f1-aead319607f3
ID6111,Kalimantan Barat,Kayong Utara,113730,2020,8f6f09d2-95f7-42dc-b6f1-aead319607f3
ID6112,Kalimantan Barat,Kubu Raya,581291,2020,8f6f09d2-95f7-42dc-b6f1-aead319607f3
ID6171,Kalimantan Barat,Kota Pontianak,650762,2020,8f6f09d2-95f7-42dc-b6f1-aead319607f3
ID6172,Kalimantan Barat,Kota Singkawang,225775,2020,8f6f09d2-95f7-42dc-b6f1-aead319607f3
ID6201,Kalimantan Tengah,Kotawaringin Barat,307079,2020,8f6f09d2-95f7-42dc-b6f1-aead319607f3
ID6202,Kalimantan Tengah,Kotawaringin Timur,454427,2020,8f6f09d2-95f7-42dc-b6f1-aead319607f3
ID6203,Kalimantan Tengah,Kapuas,361284,2020,8f6f09d2-95f7-42dc-b6f1-aead319607f3
ID6204,Kalimantan Tengah,Barito Selatan,138021,2020,8f6f09d2-95f7-42dc-b6f1-aead319607f3
ID6205,Kalimantan Tengah,Barito Utara,131381,2020,8f6f09d2-95f7-42dc-b6f1-aead319607f3
ID6206,Kalimantan Tengah,Sukamara,63686,2020,8f6f09d2-95f7-42dc-b6f1-aead319607f3
ID6207,Kalimantan Tengah,Lamandau,80973,2020,8f6f09d2-95f7-42dc-b6f1-aead319607f3
ID6208,Kalimantan Tengah,Seruyan,204275,2020,8f6f09d2-95f7-42dc-b6f1-aead319607f3
ID6209,Kalimantan Tengah,Katingan,172438,2020,8f6f09d2-95f7-42dc-b6f1-aead319607f3
ID6210,Kalimantan Tengah,Pulang Pisau,127704,2020,8f6f09d2-95f7-42dc-b6f1-aead319607f3
ID6211,Kalimantan Tengah,Gunung Mas,116772,2020,8f6f09d2-95f7-42dc-b6f1-aead319607f3
ID6212,Kalimantan Tengah,Barito Timur,124274,2020,8f6f09d2-95f7-42dc-b6f1-aead319607f3
ID6213,Kalimantan Tengah,Murung Raya,117868,2020,8f6f09d2-95f7-42dc-b6f1-aead319607f3
ID6271,Kalimantan Tengah,Kota Palangka Raya,286070,2020,8f6f09d2-95f7-42dc-b6f1-aead319607f3
ID6301,Kalimantan Selatan,Tanah Laut,344718,2020,8f6f09d2-95f7-42dc-b6f1-aead319607f3
ID6302,Kalimantan Selatan,Kota Baru,343267,2020,8f6f09d2-95f7-42dc-b6f1-aead319607f3
ID6303,Kalimantan Selatan,Banjar,589085,2020,8f6f09d2-95f7-42dc-b6f1-aead319607f3
ID6304,Kalimantan Selatan,Barito Kuala,312939,2020,8f6f09d2-95f7-42dc-b6f1-aead319607f3
ID6305,Kalimantan Selatan,Tapin,191093,2020,8f6f09d2-95f7-42dc-b6f1-aead319607f3
ID6306,Kalimantan Selatan,Hulu Sungai Selatan,235856,2020,8f6f09d2-95f7-42dc-b6f1-aead319607f3
ID6307,Kalimantan Selatan,Hulu Sungai Tengah,270183,2020,8f6f09d2-95f7-42dc-b6f1-aead319607f3
ID6308,Kalimantan Selatan,Hulu Sungai Utara,235841,2020,8f6f09d2-95f7-42dc-b6f1-aead319607f3
ID6309,Kalimantan Selatan,Tabalong,255088,2020,8f6f09d2-95f7-42dc-b6f1-aead319607f3
ID6310,Kalimantan Selatan,Tanah Bumbu,383370,2020,8f6f09d2-95f7-42dc-b6f1-aead319607f3
ID6311,Kalimantan Selatan,Balangan,131655,2020,8f6f09d2-95f7-42dc-b6f1-aead319607f3
ID6371,Kalimantan Selatan,Kota Banjarmasin,708576,2020,8f6f09d2-95f7-42dc-b6f1-aead319607f3
ID6372,Kalimantan Selatan,Kota Banjar Baru,266939,2020,8f6f09d2-95f7-42dc-b6f1-aead319607f3
ID6401,Kalimantan Timur,Paser,280533,2020,8f6f09d2-95f7-42dc-b6f1-aead319607f3
ID6402,Kalimantan Timur,Kutai Barat,149731,2020,8f6f09d2-95f7-42dc-b6f1-aead319607f3
ID6403,Kalimantan Timur,Kutai Kartanegara,772346,2020,8f6f09d2-95f7-42dc-b6f1-aead319607f3
ID6404,Kalimantan Timur,Kutai Timur,376199,2020,8f6f09d2-95f7-42dc-b6f1-aead319607f3
ID6405,Kalimantan Timur,Berau,228857,2020,8f6f09d2-95f7-42dc-b6f1-aead319607f3
ID6409,Kalimantan Timur,Penajam Paser Utara,158750,2020,8f6f09d2-95f7-42dc-b6f1-aead319607f3
ID6411,Kalimantan Timur,Mahakam Hulu,26639,2020,8f6f09d2-95f7-42dc-b6f1-aead319607f3
ID6471,Kalimantan Timur,Kota Balikpapan,638586,2020,8f6f09d2-95f7-42dc-b6f1-aead319607f3
ID6472,Kalimantan Timur,Kota Samarinda,852946,2020,8f6f09d2-95f7-42dc-b6f1-aead319607f3
ID6474,Kalimantan Timur,Kota Bontang,180086,2020,8f6f09d2-95f7-42dc-b6f1-aead319607f3
ID6501,Kalimantan Utara,Malinau,86318,2020,8f6f09d2-95f7-42dc-b6f1-aead319607f3
ID6502,Kalimantan Utara,Bulungan,133869,2020,8f6f09d2-95f7-42dc-b6f1-aead319607f3
ID6503,Kalimantan Utara,Tana Tidung,27923,2020,8f6f09d2-95f7-42dc-b6f1-aead319607f3
ID6504,Kalimantan Utara,Nunukan,201634,2020,8f6f09d2-95f7-42dc-b6f1-aead319607f3
ID6571,Kalimantan Utara,Kota Tarakan,258608,2020,8f6f09d2-95f7-42dc-b6f1-aead319607f3
ID7101,Sulawesi Utara,Bolaang Mongondow,249566,2020,8f6f09d2-95f7-42dc-b6f1-aead319607f3
ID7102,Sulawesi Utara,Minahasa,341457,2020,8f6f09d2-95f7-42dc-b6f1-aead319607f3
ID7103,Sulawesi Utara,Kepulauan Sangihe,131811,2020,8f6f09d2-95f7-42dc-b6f1-aead319607f3
ID7104,Sulawesi Utara,Kepulauan Talaud,92484,2020,8f6f09d2-95f7-42dc-b6f1-aead319607f3
ID7105,Sulawesi Utara,Minahasa Selatan,210400,2020,8f6f09d2-95f7-42dc-b6f1-aead319607f3
ID7106,Sulawesi Utara,Minahasa Utara,203232,2020,8f6f09d2-95f7-42dc-b6f1-aead319607f3
ID7107,Sulawesi Utara,Bolaang Mongondow Utara,80741,2020,8f6f09d2-95f7-42dc-b6f1-aead319607f3
ID7108,Sulawesi Utara,Siau Tagulandang Biaro,66983,2020,8f6f09d2-95f7-42dc-b6f1-aead319607f3
ID7109,Sulawesi Utara,Minahasa Tenggara,106525,2020,8f6f09d2-95f7-42dc-b6f1-aead319607f3
ID7110,Sulawesi Utara,Bolaang Mongondow Selatan,66545,2020,8f6f09d2-95f7-42dc-b6f1-aead319607f3
ID7111,Sulawesi Utara,Bolaang Mongondow Timur,72597,2020,8f6f09d2-95f7-42dc-b6f1-aead319607f3
ID7171,Sulawesi Utara,Kota Manado,432264,2020,8f6f09d2-95f7-42dc-b6f1-aead319607f3
ID7172,Sulawesi Utara,Kota Bitung,220673,2020,8f6f09d2-95f7-42dc-b6f1-aead319607f3
ID7173,Sulawesi Utara,Kota Tomohon,107643,2020,8f6f09d2-95f7-42dc-b6f1-aead319607f3
ID7174,Sulawesi Utara,Kota Kotamobagu,130021,2020,8f6f09d2-95f7-42dc-b6f1-aead319607f3
ID7201,Sulawesi Tengah,Banggai Kepulauan,118553,2020,8f6f09d2-95f7-42dc-b6f1-aead319607f3
ID7202,Sulawesi Tengah,Banggai,380857,2020,8f6f09d2-95f7-42dc-b6f1-aead319607f3
ID7203,Sulawesi Tengah,Morowali,122786,2020,8f6f09d2-95f7-42dc-b6f1-aead319607f3
ID7204,Sulawesi Tengah,Poso,260112,2020,8f6f09d2-95f7-42dc-b6f1-aead319607f3
ID7205,Sulawesi Tengah,Donggala,304829,2020,8f6f09d2-95f7-42dc-b6f1-aead319607f3
ID7206,Sulawesi Tengah,Toli-Toli,236837,2020,8f6f09d2-95f7-42dc-b6f1-aead319607f3
ID7207,Sulawesi Tengah,Buol,164572,2020,8f6f09d2-95f7-42dc-b6f1-aead319607f3
ID7208,Sulawesi Tengah,Parigi Moutong,496804,2020,8f6f09d2-95f7-42dc-b6f1-aead319607f3
ID7209,Sulawesi Tengah,Tojo Una-Una,154833,2020,8f6f09d2-95f7-42dc-b6f1-aead319607f3
ID7210,Sulawesi Tengah,Sigi,240107,2020,8f6f09d2-95f7-42dc-b6f1-aead319607f3
ID7211,Sulawesi Tengah,Banggai Laut,76090,2020,8f6f09d2-95f7-42dc-b6f1-aead319607f3
ID7212,Sulawesi Tengah,Morowali Utara,130443,2020,8f6f09d2-95f7-42dc-b6f1-aead319607f3
ID7271,Sulawesi Tengah,Kota Palu,394897,2020,8f6f09d2-95f7-42dc-b6f1-aead319607f3
ID7301,Sulawesi Selatan,Kepulauan Selayar,135218,2020,8f6f09d2-95f7-42dc-b6f1-aead319607f3
ID7302,Sulawesi Selatan,Bulukumba,420347,2020,8f6f09d2-95f7-42dc-b6f1-aead319607f3
ID7303,Sulawesi Selatan,Bantaeng,188361,2020,8f6f09d2-95f7-42dc-b6f1-aead319607f3
ID7304,Sulawesi Selatan,Jeneponto,365503,2020,8f6f09d2-95f7-42dc-b6f1-aead319607f3
ID7305,Sulawesi Selatan,Takalar,296932,2020,8f6f09d2-95f7-42dc-b6f1-aead319607f3
ID7306,Sulawesi Selatan,Gowa,770864,2020,8f6f09d2-95f7-42dc-b6f1-aead319607f3
ID7307,Sulawesi Selatan,Sinjai,244443,2020,8f6f09d2-95f7-42dc-b6f1-aead319607f3
ID7308,Sulawesi Selatan,Maros,354521,2020,8f6f09d2-95f7-42dc-b6f1-aead319607f3
ID7309,Sulawesi Selatan,Pangkajene Dan Kepulauan,337123,2020,8f6f09d2-95f7-42dc-b6f1-aead319607f3
ID7310,Sulawesi Selatan,Barru,174517,2020,8f6f09d2-95f7-42dc-b6f1-aead319607f3
ID7311,Sulawesi Selatan,Bone,755818,2020,8f6f09d2-95f7-42dc-b6f1-aead319607f3
ID7312,Sulawesi Selatan,Soppeng,229143,2020,8f6f09d2-95f7-42dc-b6f1-aead319607f3
ID7313,Sulawesi Selatan,Wajo,404258,2020,8f6f09d2-95f7-42dc-b6f1-aead319607f3
ID7314,Sulawesi Selatan,Sidenreng Rappang,300914,2020,8f6f09d2-95f7-42dc-b6f1-aead319607f3
ID7315,Sulawesi Selatan,Pinrang,378995,2020,8f6f09d2-95f7-42dc-b6f1-aead319607f3
ID7316,Sulawesi Selatan,Enrekang,208450,2020,8f6f09d2-95f7-42dc-b6f1-aead319607f3
ID7317,Sulawesi Selatan,Luwu,366876,2020,8f6f09d2-95f7-42dc-b6f1-aead319607f3
ID7318,Sulawesi Selatan,Tana Toraja,237913,2020,8f6f09d2-95f7-42dc-b6f1-aead319607f3
ID7322,Sulawesi Selatan,Luwu Utara,315699,2020,8f6f09d2-95f7-42dc-b6f1-aead319607f3
ID7325,Sulawesi Selatan,Luwu Timur,298889,2020,8f6f09d2-95f7-42dc-b6f1-aead319607f3
ID7326,Sulawesi Selatan,Toraja Utara,235456,2020,8f6f09d2-95f7-42dc-b6f1-aead319607f3
ID7371,Sulawesi Selatan,Kota Makassar,1538207,2020,8f6f09d2-95f7-42dc-b6f1-aead319607f3
ID7372,Sulawesi Selatan,Kota Parepare,145783,2020,8f6f09d2-95f7-42dc-b6f1-aead319607f3
ID7373,Sulawesi Selatan,Kota Palopo,184532,2020,8f6f09d2-95f7-42dc-b6f1-aead319607f3
ID7401,Sulawesi Tenggara,Buton,102112,2020,8f6f09d2-95f7-42dc-b6f1-aead319607f3
ID7402,Sulawesi Tenggara,Muna,224043,2020,8f6f09d2-95f7-42dc-b6f1-aead319607f3
ID7403,Sulawesi Tenggara,Konawe,247239,2020,8f6f09d2-95f7-42dc-b6f1-aead319607f3
ID7404,Sulawesi Tenggara,Kolaka,265188,2020,8f6f09d2-95f7-42dc-b6f1-aead319607f3
ID7405,Sulawesi Tenggara,Konawe Selatan,315832,2020,8f6f09d2-95f7-42dc-b6f1-aead319607f3
ID7406,Sulawesi Tenggara,Bombana,180513,2020,8f6f09d2-95f7-42dc-b6f1-aead319607f3
ID7407,Sulawesi Tenggara,Wakatobi,102268,2020,8f6f09d2-95f7-42dc-b6f1-aead319607f3
ID7408,Sulawesi Tenggara,Kolaka Utara,152769,2020,8f6f09d2-95f7-42dc-b6f1-aead319607f3
ID7409,Sulawesi Tenggara,Buton Utara,63031,2020,8f6f09d2-95f7-42dc-b6f1-aead319607f3
ID7410,Sulawesi Tenggara,Konawe Utara,63894,2020,8f6f09d2-95f7-42dc-b6f1-aead319607f3
ID7411,Sulawesi Tenggara,Kolaka Timur,137432,2020,8f6f09d2-95f7-42dc-b6f1-aead319607f3
ID7412,Sulawesi Tenggara,Konawe Kepulauan,33329,2020,8f6f09d2-95f7-42dc-b6f1-aead319607f3
ID7413,Sulawesi Tenggara,Muna Barat,82188,2020,8f6f09d2-95f7-42dc-b6f1-aead319607f3
ID7414,Sulawesi Tenggara,Buton Tengah,92978,2020,8f6f09d2-95f7-42dc-b6f1-aead319607f3
ID7415,Sulawesi Tenggara,Buton Selatan,80002,2020,8f6f09d2-95f7-42dc-b6f1-aead319607f3
ID7471,Sulawesi Tenggara,Kota Kendari,391758,2020,8f6f09d2-95f7-42dc-b6f1-aead319607f3
ID7472,Sulawesi Tenggara,Kota Baubau,168890,2020,8f6f09d2-95f7-42dc-b6f1-aead319607f3
ID7501,Gorontalo,Boalemo,165250,2020,8f6f09d2-95f7-42dc-b6f1-aead319607f3
ID7502,Gorontalo,Gorontalo,375357,2020,8f6f09d2-95f7-42dc-b6f1-aead319607f3
ID7503,Gorontalo,Pohuwato,159740,2020,8f6f09d2-95f7-42dc-b6f1-aead319607f3
ID7504,Gorontalo,Bone Bolango,157511,2020,8f6f09d2-95f7-42dc-b6f1-aead319607f3
ID7505,Gorontalo,Gorontalo Utara,112140,2020,8f6f09d2-95f7-42dc-b6f1-aead319607f3
ID7571,Gorontalo,Kota Gorontalo,216263,2020,8f6f09d2-95f7-42dc-b6f1-aead319607f3
ID7601,Sulawesi Barat,Majene,173114,2020,8f6f09d2-95f7-42dc-b6f1-aead319607f3
ID7602,Sulawesi Barat,Polewali Mandar,439815,2020,8f6f09d2-95f7-42dc-b6f1-aead319607f3
ID7603,Sulawesi Barat,Mamasa,160666,2020,8f6f09d2-95f7-42dc-b6f1-aead319607f3
ID7604,Sulawesi Barat,Mamuju,294338,2020,8f6f09d2-95f7-42dc-b6f1-aead319607f3
ID7605,Sulawesi Barat,Mamuju Utara,175702,2020,8f6f09d2-95f7-42dc-b6f1-aead319607f3
ID7606,Sulawesi Barat,Mamuju Tengah,134475,2020,8f6f09d2-95f7-42dc-b6f1-aead319607f3
ID8101,Maluku,Maluku Tenggara Barat,112413,2020,8f6f09d2-95f7-42dc-b6f1-aead319607f3
ID8102,Maluku,Maluku Tenggara,100560,2020,8f6f09d2-95f7-42dc-b6f1-aead319607f3
ID8103,Maluku,Maluku Tengah,375414,2020,8f6f09d2-95f7-42dc-b6f1-aead319607f3
ID8104,Maluku,Buru,143691,2020,8f6f09d2-95f7-42dc-b6f1-aead319607f3
ID8105,Maluku,Kepulauan Aru,94303,2020,8f6f09d2-95f7-42dc-b6f1-aead319607f3
ID8106,Maluku,Seram Bagian Barat,172740,2020,8f6f09d2-95f7-42dc-b6f1-aead319607f3
ID8107,Maluku,Seram Bagian Timur,113036,2020,8f6f09d2-95f7-42dc-b6f1-aead319607f3
ID8108,Maluku,Maluku Barat Daya,73476,2020,8f6f09d2-95f7-42dc-b6f1-aead319607f3
ID8109,Maluku,Buru Selatan,62452,2020,8f6f09d2-95f7-42dc-b6f1-aead319607f3
ID8171,Maluku,Kota Ambon,463731,2020,8f6f09d2-95f7-42dc-b6f1-aead319607f3
ID8172,Maluku,Kota Tual,75271,2020,8f6f09d2-95f7-42dc-b6f1-aead319607f3
ID8201,Maluku Utara,Halmahera Barat,117361,2020,8f6f09d2-95f7-42dc-b6f1-aead319607f3
ID8202,Maluku Utara,Halmahera Tengah,55728,2020,8f6f09d2-95f7-42dc-b6f1-aead319607f3
ID8203,Maluku Utara,Kepulauan Sula,100848,2020,8f6f09d2-95f7-42dc-b6f1-aead319607f3
ID8204,Maluku Utara,Halmahera Selatan,233827,2020,8f6f09d2-95f7-42dc-b6f1-aead319607f3
ID8205,Maluku Utara,Halmahera Utara,192714,2020,8f6f09d2-95f7-42dc-b6f1-aead319607f3
ID8206,Maluku Utara,Halmahera Timur,95405,2020,8f6f09d2-95f7-42dc-b6f1-aead319607f3
ID8207,Maluku Utara,Pulau Morotai,67319,2020,8f6f09d2-95f7-42dc-b6f1-aead319607f3
ID8208,Maluku Utara,Pulau Taliabu,53675,2020,8f6f09d2-95f7-42dc-b6f1-aead319607f3
ID8271,Maluku Utara,Kota Ternate,234885,2020,8f6f09d2-95f7-42dc-b6f1-aead319607f3
ID8272,Maluku Utara,Kota Tidore Kepulauan,100555,2020,8f6f09d2-95f7-42dc-b6f1-aead319607f3
ID9101,Papua Barat,Fakfak,80034,2020,8f6f09d2-95f7-42dc-b6f1-aead319607f3
ID9102,Papua Barat,Kaimana,62948,2020,8f6f09d2-95f7-42dc-b6f1-aead319607f3
ID9103,Papua Barat,Teluk Wondama,33454,2020,8f6f09d2-95f7-42dc-b6f1-aead319607f3
ID9104,Papua Barat,Teluk Bintuni,66335,2020,8f6f09d2-95f7-42dc-b6f1-aead319607f3
ID9105,Papua Barat,Manokwari,171449,2020,8f6f09d2-95f7-42dc-b6f1-aead319607f3
ID9106,Papua Barat,Sorong Selatan,48588,2020,8f6f09d2-95f7-42dc-b6f1-aead319607f3
ID9107,Papua Barat,Sorong,91690,2020,8f6f09d2-95f7-42dc-b6f1-aead319607f3
ID9108,Papua Barat,Raja Ampat,49174,2020,8f6f09d2-95f7-42dc-b6f1-aead319607f3
ID9109,Papua Barat,Tambrauw,15397,2020,8f6f09d2-95f7-42dc-b6f1-aead319607f3
ID9110,Papua Barat,Maybrat,42244,2020,8f6f09d2-95f7-42dc-b6f1-aead319607f3
ID9111,Papua Barat,Manokwari Selatan,25554,2020,8f6f09d2-95f7-42dc-b6f1-aead319607f3
ID9112,Papua Barat,Pegunungan Arfak,33369,2020,8f6f09d2-95f7-42dc-b6f1-aead319607f3
ID9171,Papua Barat,Kota Sorong,265788,2020,8f6f09d2-95f7-42dc-b6f1-aead319607f3
ID9401,Papua,Merauke,232349,2020,8f6f09d2-95f7-42dc-b6f1-aead319607f3
ID9402,Papua,Jayawijaya,210415,2020,8f6f09d2-95f7-42dc-b6f1-aead319607f3
ID9403,Papua,Jayapura,127435,2020,8f6f09d2-95f7-42dc-b6f1-aead319607f3
ID9404,Papua,Nabire,146444,2020,8f6f09d2-95f7-42dc-b6f1-aead319607f3
ID9408,Papua,Kepulauan Yapen,97559,2020,8f6f09d2-95f7-42dc-b6f1-aead319607f3
ID9409,Papua,Biak Numfor,147662,2020,8f6f09d2-95f7-42dc-b6f1-aead319607f3
ID9410,Papua,Paniai,170303,2020,8f6f09d2-95f7-42dc-b6f1-aead319607f3
ID9411,Papua,Puncak Jaya,127159,2020,8f6f09d2-95f7-42dc-b6f1-aead319607f3
ID9412,Papua,Mimika,216468,2020,8f6f09d2-95f7-42dc-b6f1-aead319607f3
ID9413,Papua,Boven Digoel,68904,2020,8f6f09d2-95f7-42dc-b6f1-aead319607f3
ID9414,Papua,Mappi,100062,2020,8f6f09d2-95f7-42dc-b6f1-aead319607f3
ID9415,Papua,Asmat,99262,2020,8f6f09d2-95f7-42dc-b6f1-aead319607f3
ID9416,Papua,Yahukimo,193891,2020,8f6f09d2-95f7-42dc-b6f1-aead319607f3
ID9417,Papua,Pegunungan Bintang,76170,2020,8f6f09d2-95f7-42dc-b6f1-aead319607f3
ID9418,Papua,Tolikara,145626,2020,8f6f09d2-95f7-42dc-b6f1-aead319607f3
ID9419,Papua,Sarmi,39753,2020,8f6f09d2-95f7-42dc-b6f1-aead319607f3
ID9420,Papua,Keerom,57574,2020,8f6f09d2-95f7-42dc-b6f1-aead319607f3
ID9426,Papua,Waropen,31959,2020,8f6f09d2-95f7-42dc-b6f1-aead319607f3
ID9427,Papua,Supiori,20355,2020,8f6f09d2-95f7-42dc-b6f1-aead319607f3
ID9428,Papua,Mamberamo Raya,24049,2020,8f6f09d2-95f7-42dc-b6f1-aead319607f3
ID9429,Papua,Nduga,108545,2020,8f6f09d2-95f7-42dc-b6f1-aead319607f3
ID9430,Papua,Lanny Jaya,194886,2020,8f6f09d2-95f7-42dc-b6f1-aead319607f3
ID9431,Papua,Mamberamo Tengah,52555,2020,8f6f09d2-95f7-42dc-b6f1-aead319607f3
ID9432,Papua,Yalimo,66067,2020,8f6f09d2-95f7-42dc-b6f1-aead319607f3
ID9433,Papua,Puncak,111393,2020,8f6f09d2-95f7-42dc-b6f1-aead319607f3
ID9434,Papua,Dogiyai,97771,2020,8f6f09d2-95f7-42dc-b6f1-aead319607f3
ID9435,Papua,Intan Jaya,50499,2020,8f6f09d2-95f7-42dc-b6f1-aead319607f3
ID9436,Papua,Deiyai,75160,2020,8f6f09d2-95f7-42dc-b6f1-aead319607f3
ID9471,Papua,Kota Jayapura,302800,2020,8f6f09d2-95f7-42dc-b6f1-aead319607f3
