년,국적지역,등록외국인 수
2018,중앙아프리카공화국,9
2018,코모로,7
2018,레소토,6
2018,적도기니,5
2018,니제르,5
2018,에스와티니,4
2018,나미비아,2
2018,카보베르데,1
2018,무국적,112
2018,미등록국가,51
2018,국제연합,20
2019,한국계중국인,332525
2019,중국,208081
2019,베트남,187334
2019,우즈베키스탄,56237
2019,필리핀,45354
2019,캄보디아,45016
2019,네팔,40933
2019,인도네시아,37043
2019,태국,32633
2019,미얀마,27483
2019,몽골,24845
2019,일본,24316
2019,스리랑카,23476
2019,타이완,19872
2019,카자흐스탄,17499
2019,방글라데시,14975
2019,파키스탄,11523
2019,인도,10090
2019,키르기즈,4982
2019,말레이시아,4249
2019,티모르민주공화국,2256
2019,홍콩,1924
2019,시리아,1517
2019,터키,1371
2019,이란,1049
2019,예멘공화국,1036
2019,라오스,1015
2019,사우디아라비아,1004
2019,싱가포르,656
2019,아랍에미리트연합,572
2019,타지키스탄,496
2019,아프가니스탄,340
2019,이라크,337
2019,요르단,320
2019,투르크메니스탄,294
2019,이스라엘,139
2019,마카오,105
2019,쿠웨이트,67
2019,브루나이,60
2019,팔레스타인,49
2019,레바논,33
2019,카타르,30
2019,부탄,28
2019,오만,27
2019,바레인,18
2019,키프로스,16
2019,몰디브,4
2019,미국,26025
2019,캐나다,4358
2019,브라질,793
2019,멕시코,583
2019,콜롬비아,384
2019,페루,342
2019,에콰도르,239
2019,칠레,169
2019,베네수엘라,156
2019,아르헨티나,117
2019,파라과이,68
2019,과테말라,68
2019,볼리비아,64
2019,도미니카공화국,62
2019,엘살바도르,57
2019,파나마,56
2019,코스타리카,48
2019,온두라스,43
2019,자메이카,42
2019,쿠바,38
2019,아이티,29
2019,니카라과,28
2019,우루과이,26
2019,트리니다드토바고,22
2019,세인트크리스토퍼네비스,11
2019,바하마,6
2019,벨리즈,3
2019,도미니카연방,3
2019,그레나다,3
2019,수리남,2
2019,바베이도스,2
2019,앤티카바부다,1
2019,세인트루시아,1
2019,가이아나,1
2019,러시아연방,12786
2019,영국,4384
2019,프랑스,3695
2019,우크라이나,3213
2019,독일,2305
2019,한국계러시아인,1360
2019,이탈리아,861
2019,스페인,708
2019,네덜란드,635
2019,아일랜드,598
2019,스웨덴,450
2019,폴란드,373
2019,벨기에,340
2019,노르웨이,266
2019,스위스,243
2019,덴마크,230
2019,벨로루시,225
2019,그리스,204
2019,오스트리아,199
2019,아제르바이잔,189
2019,루마니아,189
2019,핀란드,172
2019,헝가리,168
2019,포르투갈,150
2019,체코,133
2019,불가리아,126
2019,리투아니아,74
2019,크로아티아,63
2019,아르메니아,60
2019,조지아,50
2019,슬로바크,48
2019,세르비아,46
2019,영국외지민,42
2019,라트비아,40
2019,몰도바,39
2019,슬로베니아,38
2019,에스토니아,32
2019,알바니아,23
2019,룩셈부르크,16
2019,아이슬란드,12
2019,보스니아-헤르체고비나,12
2019,마케도니아,8
2019,몰타,7
2019,몬테네그로,6
2019,코소보,5
2019,안도라,1
2019,오스트레일리아,1687
2019,뉴질랜드,762
2019,피지,65
2019,키리바시,21
2019,솔로몬군도,9
2019,바누아투,5
2019,팔라우,3
2019,파푸아뉴기니,3
2019,통가,2
2019,나우루,2
2019,이집트,2827
2019,남아프리카공화국,2503
2019,나이지리아,2306
2019,가나,1169
2019,모로코,1136
2019,에티오피아,902
2019,카메룬,818
2019,라이베리아,497
2019,우간다,493
2019,알제리,436
2019,리비아,383
2019,케냐,382
2019,세네갈,356
2019,튀니지,269
2019,기니,256
2019,수단,255
2019,탄자니아,251
2019,르완다,244
2019,콩고민주공화국,213
2019,말리,204
2019,코트디부아르,157
2019,앙골라,141
2019,감비아,138
2019,부룬디,104
2019,짐바브웨,94
2019,잠비아,84
2019,가봉,61
2019,시에라리온,60
2019,모잠비크,54
2019,토고,45
2019,부르키나파소,44
2019,마다가스카르,29
2019,베냉,28
2019,콩고,25
2019,말라위,24
2019,보츠와나,23
2019,모리셔스,23
2019,기니비사우,18
2019,소말리아,17
2019,남수단공화국,15
2019,차드,14
2019,에스와티니,13
2019,에리트레아,13
2019,모리타니,11
2019,중앙아프리카공화국,7
2019,적도기니,6
2019,레소토,5
2019,니제르,5
2019,코모로,3
2019,나미비아,3
2019,지부티,1
2019,세이셸,1
2019,무국적,106
2019,미등록국가,48
2019,국제연합,25
2020,한국계중국인,286933
2020,베트남,181415
2020,중국,178910
2020,우즈베키스탄,48370
2020,필리핀,40686
2020,캄보디아,40222
2020,네팔,38527
2020,인도네시아,33239
2020,태국,30801
2020,미얀마,24985
2020,몽골,24515
2020,일본,22798
2020,스리랑카,21231
2020,타이완,18357
2020,카자흐스탄,14377
2020,방글라데시,13813
2020,파키스탄,10644
2020,인도,9386
2020,키르기즈,4240
2020,말레이시아,3532
2020,티모르민주공화국,2121
2020,홍콩,1796
2020,시리아,1532
2020,터키,1396
2020,이란,1073
2020,예멘공화국,1044
2020,라오스,1031
2020,사우디아라비아,776
2020,싱가포르,567
2020,타지키스탄,493
2020,요르단,346
2020,이라크,320
2020,아프가니스탄,310
2020,투르크메니스탄,283
2020,아랍에미리트연합,206
2020,이스라엘,149
2020,마카오,88
2020,팔레스타인,51
2020,쿠웨이트,43
2020,브루나이,41
2020,오만,30
2020,레바논,30
2020,부탄,21
2020,카타르,20
2020,키프로스,19
2020,바레인,6
2020,몰디브,4
2020,홍콩거주난민,1
2020,미국,25910
2020,캐나다,4089
2020,브라질,808
2020,멕시코,539
2020,콜롬비아,369
2020,페루,359
2020,에콰도르,206
2020,칠레,155
2020,베네수엘라,140
2020,아르헨티나,115
2020,파라과이,72
2020,과테말라,65
2020,파나마,62
2020,볼리비아,59
2020,엘살바도르,52
2020,도미니카공화국,52
2020,코스타리카,50
2020,온두라스,43
2020,자메이카,38
2020,니카라과,35
2020,아이티,30
2020,쿠바,23
2020,우루과이,23
2020,트리니다드토바고,17
2020,세인트크리스토퍼네비스,11
2020,바하마,5
2020,벨리즈,4
2020,도미니카연방,4
2020,가이아나,4
2020,수리남,1
2020,세인트루시아,1
2020,바베이도스,1
2020,러시아연방,12227
2020,영국,4170
2020,프랑스,3091
2020,우크라이나,2811
2020,독일,1937
2020,한국계러시아인,1386
2020,이탈리아,783
2020,스페인,623
2020,아일랜드,560
2020,네덜란드,417
2020,폴란드,323
2020,스웨덴,318
2020,벨기에,312
2020,스위스,253
2020,그리스,220
2020,노르웨이,208
2020,벨로루시,203
2020,오스트리아,182
2020,루마니아,182
2020,아제르바이잔,180
2020,덴마크,170
2020,핀란드,163
2020,헝가리,154
2020,포르투갈,129
2020,불가리아,121
2020,체코,114
2020,리투아니아,74
2020,크로아티아,66
2020,영국외지민,60
2020,아르메니아,59
2020,조지아,58
2020,세르비아,58
2020,슬로바크,57
2020,몰도바,45
2020,라트비아,40
2020,에스토니아,32
2020,슬로베니아,32
2020,알바니아,23
2020,룩셈부르크,16
2020,아이슬란드,8
2020,마케도니아,8
2020,보스니아-헤르체고비나,7
2020,몰타,7
2020,몬테네그로,7
2020,코소보,3
2020,오스트레일리아,1632
2020,뉴질랜드,671
2020,피지,47
2020,키리바시,14
2020,바누아투,5
2020,파푸아뉴기니,3
2020,솔로몬군도,3
2020,팔라우,2
2020,통가,2
2020,나우루,2
2020,투발루,1
2020,이집트,2568
2020,남아프리카공화국,2454
2020,나이지리아,2362
2020,모로코,1192
2020,가나,1103
2020,에티오피아,947
2020,카메룬,847
2020,라이베리아,499
2020,우간다,475
2020,알제리,443
2020,리비아,433
2020,케냐,367
2020,세네갈,330
2020,기니,271
2020,튀니지,268
2020,수단,249
2020,르완다,232
2020,탄자니아,222
2020,콩고민주공화국,220
2020,말리,212
2020,코트디부아르,171
2020,앙골라,139
2020,감비아,138
2020,부룬디,113
2020,잠비아,90
2020,짐바브웨,89
2020,가봉,72
2020,시에라리온,70
2020,모잠비크,49
2020,부르키나파소,45
2020,토고,44
2020,베냉,24
2020,말라위,24
2020,남수단공화국,23
2020,콩고,22
2020,마다가스카르,20
2020,기니비사우,20
2020,소말리아,18
2020,보츠와나,17
2020,모리셔스,15
2020,에리트레아,12
2020,에스와티니,11
2020,차드,10
2020,모리타니,8
2020,니제르,7
2020,적도기니,6
2020,중앙아프리카공화국,5
2020,레소토,4
2020,세이셸,3
2020,코모로,1
2020,지부티,1
2020,나미비아,1
2020,무국적,103
2020,미등록국가,41
2020,국제연합,31
2021,한국계중국인,253533
2021,베트남,178928
2021,중국,170852
2021,우즈베키스탄,44470
2021,캄보디아,40263
2021,필리핀,38035
2021,네팔,35447
2021,태국,31347
2021,인도네시아,30514
2021,일본,24479
2021,미얀마,24283
2021,몽골,23722
2021,스리랑카,18915
2021,타이완,17651
2021,카자흐스탄,14425
2021,방글라데시,13163
2021,파키스탄,10216
2021,인도,9979
2021,키르기즈,4283
2021,말레이시아,3442
2021,티모르민주공화국,2186
2021,홍콩,1859
2021,시리아,1517
2021,터키,1500
2021,이란,1160
2021,라오스,1100
2021,예멘공화국,1059
2021,사우디아라비아,770
2021,아프가니스탄,767
2021,싱가포르,654
2021,타지키스탄,589
2021,요르단,407
2021,이라크,364
2021,아랍에미리트연합,282
2021,투르크메니스탄,244
2021,이스라엘,172
2021,마카오,76
2021,팔레스타인,57
2021,브루나이,55
2021,쿠웨이트,50
2021,카타르,36
2021,레바논,33
2021,부탄,32
2021,오만,30
2021,키프로스,18
2021,바레인,7
2021,몰디브,3
2021,홍콩거주난민,1
2021,미국,28761
2021,캐나다,4189
2021,브라질,969
2021,멕시코,695
2021,콜롬비아,439
2021,페루,392
2021,에콰도르,211
2021,칠레,178
2021,아르헨티나,155
2021,베네수엘라,148
2021,파라과이,79
2021,파나마,68
2021,과테말라,67
2021,코스타리카,62
2021,볼리비아,61
2021,도미니카공화국,61
2021,엘살바도르,52
2021,온두라스,40
2021,자메이카,36
2021,니카라과,34
2021,쿠바,33
2021,아이티,33
2021,우루과이,32
2021,트리니다드토바고,20
2021,세인트크리스토퍼네비스,9
2021,도미니카연방,6
2021,벨리즈,4
2021,바하마,4
2021,가이아나,4
2021,바베이도스,3
2021,수리남,2
2021,세인트루시아,2
2021,러시아(연방),12297
2021,영국,4652
2021,프랑스,3134
2021,우크라이나,2558
2021,독일,2404
2021,한국계러시아인,1652
2021,이탈리아,872
2021,스페인,851
2021,아일랜드,611
2021,네덜란드,542
2021,스웨덴,442
2021,폴란드,436
2021,벨기에,393
2021,스위스,313
2021,노르웨이,251
2021,덴마크,236
2021,루마니아,232
2021,벨로루시,225
2021,아제르바이잔,217
2021,그리스,211
2021,오스트리아,208
2021,핀란드,180
2021,헝가리,171
2021,포르투갈,146
2021,불가리아,130
2021,체코,123
2021,리투아니아,88
2021,조지아,74
2021,영국외지민,69
2021,아르메니아,69
2021,라트비아,67
2021,슬로바크,66
2021,크로아티아,64
2021,세르비아,60
2021,몰도바,43
2021,슬로베니아,42
2021,에스토니아,35
2021,알바니아,23
2021,룩셈부르크,19
2021,마케도니아,12
2021,아이슬란드,10
2021,몬테네그로,9
2021,보스니아-헤르체고비나,8
2021,몰타,7
2021,교황청,2
2021,코소보,1
2021,영국외지시민,1
2021,영국속령지시민,1
2021,안도라,1
2021,오스트레일리아,1644
2021,뉴질랜드,669
2021,피지,43
2021,바누아투,6
2021,파푸아뉴기니,4
2021,솔로몬군도,3
2021,팔라우,2
2021,나우루,2
2021,통가,1
2021,키리바시,1
2021,마샬군도,1
2021,이집트,2511
2021,남아프리카공화국,2463
2021,나이지리아,2431
2021,모로코,1277
2021,가나,1106
2021,에티오피아,1005
2021,카메룬,847
2021,리비아,506
2021,우간다,472
2021,라이베리아,472
2021,알제리,418
2021,케냐,379
2021,세네갈,306
2021,탄자니아,281
2021,튀니지,276
2021,기니,264
2021,르완다,259
2021,수단,256
2021,콩고민주공화국,239
2021,말리,202
2021,코트디부아르,163
2021,앙골라,137
2021,부룬디,132
2021,감비아,124
2021,짐바브웨,96
2021,잠비아,88
2021,시에라리온,80
2021,가봉,74
2021,모잠비크,60
2021,부르키나파소,44
2021,토고,43
2021,마다가스카르,28
2021,남수단공화국,27
2021,말라위,22
2021,콩고,21
2021,소말리아,19
2021,보츠와나,18
2021,기니비사우,18
2021,베냉,15
2021,차드,12
2021,에스와티니,12
2021,에리트레아,12
2021,모리셔스,10
2021,모리타니,9
2021,적도기니,7
2021,니제르,7
2021,중앙아프리카공화국,6
2021,레소토,4
2021,세이셸,2
2021,나미비아,2
2021,코모로,1
2021,지부티,1
2021,기타,169
2022,한국계중국인,237869
2022,베트남,196883
2022,중국,181571
2022,우즈베키스탄,49149
2022,캄보디아,45231
2022,네팔,44755
2022,필리핀,43020
2022,인도네시아,40291
2022,태국,33775
2022,미얀마,30805
2022,몽골,27884
2022,일본,26656
2022,스리랑카,22282
2022,타이완,17683
2022,방글라데시,17539
2022,카자흐스탄,17239
2022,인도,12267
2022,파키스탄,11806
2022,키르기즈,5525
2022,말레이시아,3612
2022,티모르민주공화국,3097
2022,튀르키예,2772
2022,홍콩,2126
2022,라오스,1908
2022,시리아,1617
2022,이란,1286
2022,예멘공화국,1098
2022,사우디아라비아,925
2022,아프가니스탄,832
2022,싱가포르,799
2022,타지키스탄,797
2022,아랍에미리트연합,502
2022,요르단,481
2022,이라크,433
2022,투르크메니스탄,240
2022,이스라엘,200
2022,브루나이,120
2022,마카오,90
2022,팔레스타인,75
2022,오만,69
2022,쿠웨이트,52
2022,카타르,42
2022,부탄,42
2022,레바논,35
2022,키프로스,14
2022,바레인,14
2022,몰디브,3
2022,미국,31000
2022,캐나다,4349
2022,브라질,1244
2022,멕시코,855
2022,콜롬비아,527
2022,페루,472
2022,에콰도르,247
2022,칠레,238
2022,아르헨티나,204
2022,아이티,188
2022,베네수엘라,166
2022,과테말라,78
2022,코스타리카,77
2022,파나마,75
2022,파라과이,74
2022,볼리비아,69
2022,도미니카공화국,69
2022,엘살바도르,64
2022,온두라스,46
2022,니카라과,39
2022,자메이카,37
2022,쿠바,35
2022,우루과이,33
2022,트리니다드토바고,21
2022,세인트크리스토퍼네비스,11
2022,가이아나,11
2022,도미니카연방,6
2022,벨리즈,5
2022,바하마,4
2022,바베이도스,4
2022,세인트루시아,2
2022,앤티카바부다,1
2022,수리남,1
2022,세인트빈센트그레나딘,1
2022,그레나다,1
2022,러시아(연방),13969
2022,영국,5125
2022,프랑스,4852
2022,우크라이나,3191
2022,독일,3187
2022,한국계러시아인,1866
2022,스페인,1101
2022,이탈리아,1051
2022,네덜란드,806
2022,아일랜드,644
2022,스웨덴,576
2022,폴란드,512
2022,벨기에,459
2022,스위스,346
2022,덴마크,345
2022,벨로루시,291
2022,아제르바이잔,287
2022,노르웨이,285
2022,루마니아,266
2022,오스트리아,256
2022,핀란드,251
2022,그리스,219
2022,헝가리,204
2022,체코,190
2022,포르투갈,177
2022,불가리아,130
2022,리투아니아,116
2022,크로아티아,91
2022,조지아,91
2022,영국외지민,79
2022,라트비아,78
2022,슬로바크,72
2022,세르비아,69
2022,아르메니아,68
2022,슬로베니아,51
2022,몰도바,48
2022,에스토니아,42
2022,룩셈부르크,30
2022,알바니아,23
2022,북마케도니아,14
2022,몬테네그로,11
2022,아이슬란드,10
2022,보스니아-헤르체고비나,10
2022,몰타,8
2022,코소보,4
2022,교황청,2
2022,영국외지시민,1
2022,오스트레일리아,1819
2022,뉴질랜드,706
2022,피지,44
2022,바누아투,12
2022,마샬군도,7
2022,파푸아뉴기니,6
2022,솔로몬군도,4
2022,나우루,3
2022,팔라우,2
2022,사모아,1
2022,남아프리카공화국,3335
2022,나이지리아,2522
2022,이집트,2514
2022,모로코,1487
2022,가나,1163
2022,에티오피아,1117
2022,카메룬,826
2022,리비아,677
2022,우간다,551
2022,라이베리아,472
2022,케냐,458
2022,탄자니아,454
2022,알제리,451
2022,튀니지,338
2022,르완다,320
2022,세네갈,317
2022,수단,294
2022,콩고민주공화국,278
2022,기니,255
2022,말리,235
2022,부룬디,208
2022,코트디부아르,183
2022,앙골라,148
2022,감비아,129
2022,짐바브웨,106
2022,잠비아,90
2022,시에라리온,84
2022,가봉,81
2022,모잠비크,48
2022,부르키나파소,42
2022,말라위,40
2022,토고,39
2022,남수단공화국,31
2022,마다가스카르,26
2022,콩고,25
2022,소말리아,25
2022,모리셔스,19
2022,보츠와나,18
2022,베냉,16
2022,기니비사우,14
2022,에리트레아,13
2022,에스와티니,12
2022,모리타니,12
2022,차드,11
2022,중앙아프리카공화국,10
2022,적도기니,8
2022,니제르,7
2022,레소토,5
2022,코모로,2
2022,세이셸,2
2022,나미비아,2
2022,지부티,1
2023,한국계중국인,242032
2023,베트남,227930
2023,중국,205502
2023,네팔,60663
2023,우즈베키스탄,55239
2023,캄보디아,53904
2023,인도네시아,50334
2023,필리핀,48648
2023,타이,40062
2023,미얀마,39630
2023,몽골,32466
2023,스리랑카,28258
2023,일본,27381
2023,방글라데시,22939
2023,카자흐스탄,20203
2023,타이완,17704
2023,파키스탄,13762
2023,인도,13443
2023,키르기즈,6744
2023,말레이시아,4496
2023,티모르민주공화국,3756
2023,라오스,3479
2023,튀르키예,3140
2023,홍콩,2254
2023,시리아,1777
2023,이란,1282
2023,예멘공화국,1172
2023,타지키스탄,1126
2023,아프가니스탄,858
2023,싱가포르,838
2023,사우디아라비아,823
2023,요르단,526
2023,이라크,497
2023,투르크메니스탄,374
2023,아랍에미리트연합,362
2023,이스라엘,201
2023,마카오,124
2023,브루나이,95
2023,팔레스타인,88
2023,오만,55
2023,쿠웨이트,50
2023,레바논,47
2023,카타르,43
2023,부탄,38
2023,키프로스,19
2023,바레인,14
2023,몰디브,4
2023,홍콩거주난민,2
2023,미국,32532
2023,캐나다,4373
2023,브라질,1401
2023,멕시코,889
2023,콜롬비아,533
2023,페루,448
2023,칠레,281
2023,에콰도르,240
2023,아르헨티나,216
2023,아이티,176
2023,베네수엘라,154
2023,코스타리카,77
2023,과테말라,72
2023,파라과이,70
2023,볼리비아,70
2023,파나마,69
2023,도미니카공화국,66
2023,엘살바도르,57
2023,쿠바,47
2023,온두라스,42
2023,우루과이,41
2023,니카라과,38
2023,자메이카,30
2023,트리니다드토바고,27
2023,세인트크리스토퍼네비스,12
2023,가이아나,12
2023,도미니카연방,11
2023,바하마,4
2023,그레나다,3
2023,벨리즈,2
2023,바베이도스,2
2023,앤티카바부다,1
2023,수리남,1
2023,세인트빈센트그레나딘,1
2023,세인트루시아,1
2023,러시아(연방),19471
2023,프랑스,5291
2023,영국,5258
2023,독일,3229
2023,우크라이나,2926
2023,한국계러시아인,2086
2023,이탈리아,1121
2023,스페인,1118
2023,네덜란드,761
2023,아일랜드,617
2023,스웨덴,579
2023,폴란드,571
2023,벨기에,447
2023,아제르바이잔,379
2023,덴마크,349
2023,벨라루스,320
2023,스위스,315
2023,노르웨이,298
2023,루마니아,288
2023,핀란드,256
2023,헝가리,240
2023,오스트리아,240
2023,그리스,203
2023,체코,192
2023,포르투갈,176
2023,불가리아,143
2023,리투아니아,124
2023,조지아,107
2023,크로아티아,89
2023,라트비아,83
2023,영국외지민,81
2023,아르메니아,80
2023,슬로바크,74
2023,세르비아,74
2023,몰도바,55
2023,에스토니아,53
2023,슬로베니아,52
2023,룩셈부르크,30
2023,알바니아,28
2023,아이슬란드,21
2023,코소보,9
2023,북마케도니아,9
2023,보스니아-헤르체고비나,8
2023,몰타,8
2023,몬테네그로,8
2023,영국해외영토시민,2
2023,영국외지시민,2
2023,모나코,2
2023,교황청,1
2023,오스트레일리아,1876
2023,뉴질랜드,738
2023,피지,35
2023,바누아투,14
2023,파푸아뉴기니,11
2023,마샬군도,8
2023,솔로몬군도,7
2023,팔라우,2
2023,나우루,2
2023,통가,1
2023,남아프리카공화국,4054
2023,이집트,2655
2023,나이지리아,2492
2023,모로코,1596
2023,에티오피아,1322
2023,가나,1173
2023,카메룬,795
2023,리비아,723
2023,튀니지,667
2023,우간다,575
2023,케냐,567
2023,라이베리아,493
2023,탄자니아,462
2023,르완다,445
2023,알제리,423
2023,부룬디,368
2023,세네갈,312
2023,콩고민주공화국,309
2023,수단,294
2023,기니,250
2023,말리,248
2023,코트디부아르,199
2023,앙골라,119
2023,감비아,118
2023,짐바브웨,105
2023,잠비아,97
2023,시에라리온,94
2023,가봉,85
2023,부르키나파소,51
2023,말라위,49
2023,모잠비크,43
2023,토고,38
2023,마다가스카르,33
2023,남수단공화국,33
2023,소말리아,29
2023,콩고,25
2023,보츠와나,24
2023,모리셔스,15
2023,베냉,12
2023,모리타니,12
2023,중앙아프리카공화국,11
2023,에리트레아,11
2023,기니비사우,11
2023,니제르,9
2023,차드,8
2023,적도기니,8
2023,에스와티니,6
2023,레소토,6
2023,코모로,5
2023,나미비아,3
2023,지부티,1
2023,세이셸,1
2023,기타,191
2024,베트남,261581
2024,한국계중국인,246988
2024,중국,218893
2024,네팔,72151
2024,우즈베키스탄,61733
2024,캄보디아,61006
2024,인도네시아,58248
2024,미얀마,52034
2024,필리핀,51991
2024,타이,43459
2024,몽골,37664
2024,스리랑카,33965
2024,일본,28005
2024,방글라데시,27875
2024,카자흐스탄,20482
2024,타이완,17384
2024,파키스탄,15950
2024,인도,14762
2024,키르기즈,8170
2024,라오스,6641
2024,말레이시아,5134
2024,티모르민주공화국,4336
2024,튀르키예,3441
2024,홍콩,2223
2024,시리아,1904
2024,타지키스탄,1567
2024,이란,1336
2024,예멘공화국,1200
2024,사우디아라비아,1080
2024,싱가포르,896
2024,아프가니스탄,893
2024,요르단,559
2024,이라크,537
2024,투르크메니스탄,522
2024,아랍에미리트연합,299
2024,이스라엘,248
2024,마카오,136
2024,팔레스타인,107
2024,브루나이,93
2024,오만,78
2024,카타르,60
2024,레바논,50
2024,쿠웨이트,43
2024,부탄,36
2024,바레인,16
2024,키프로스,15
2024,몰디브,3
2024,홍콩거주난민,1
2024,미국,34886
2024,캐나다,4452
2024,브라질,1464
2024,멕시코,990
2024,콜롬비아,600
2024,페루,462
2024,에콰도르,311
2024,칠레,307
2024,아르헨티나,214
2024,베네수엘라,158
2024,아이티,146
2024,코스타리카,81
2024,볼리비아,81
2024,도미니카공화국,81
2024,파라과이,80
2024,과테말라,76
2024,파나마,69
2024,엘살바도르,65
2024,온두라스,61
2024,쿠바,46
2024,니카라과,40
2024,우루과이,38
2024,자메이카,32
2024,트리니다드토바고,25
2024,도미니카연방,17
2024,가이아나,13
2024,바하마,10
2024,세인트크리스토퍼네비스,9
2024,앤티카바부다,3
2024,벨리즈,3
2024,바베이도스,3
2024,그레나다,3
2024,세인트빈센트그레나딘,2
2024,세인트루시아,2
2024,러시아(연방),22450
2024,프랑스,5314
2024,영국,5144
2024,독일,3114
2024,우크라이나,2730
2024,한국계러시아인,2383
2024,이탈리아,1291
2024,스페인,1194
2024,네덜란드,765
2024,폴란드,654
2024,아일랜드,593
2024,스웨덴,550
2024,벨기에,472
2024,아제르바이잔,453
2024,덴마크,394
2024,스위스,379
2024,벨라루스,342
2024,루마니아,292
2024,노르웨이,286
2024,핀란드,250
2024,헝가리,245
2024,오스트리아,237
2024,포르투갈,215
2024,그리스,210
2024,체코,169
2024,불가리아,159
2024,리투아니아,155
2024,조지아,118
2024,아르메니아,89
2024,라트비아,87
2024,크로아티아,84
2024,영국외지민,79
2024,세르비아,77
2024,슬로바크,76
2024,몰도바,71
2024,에스토니아,58
2024,슬로베니아,53
2024,룩셈부르크,48
2024,알바니아,35
2024,북마케도니아,14
2024,아이슬란드,12
2024,보스니아-헤르체고비나,12
2024,몬테네그로,10
2024,몰타,8
2024,코소보,5
2024,영국외지시민,3
2024,영국해외영토시민,2
2024,교황청,2
2024,오스트레일리아,2024
2024,뉴질랜드,753
2024,피지,31
2024,바누아투,18
2024,파푸아뉴기니,11
2024,마샬군도,8
2024,솔로몬군도,7
2024,통가,3
2024,팔라우,2
2024,키리바시,2
2024,미이크로네시아,2
2024,나우루,2
2024,사모아,1
2024,남아프리카공화국,4641
2024,이집트,2835
2024,나이지리아,2566
2024,모로코,1714
2024,에티오피아,1445
2024,가나,1224
2024,리비아,778
2024,카메룬,769
2024,튀니지,722
2024,케냐,616
2024,우간다,570
2024,부룬디,562
2024,르완다,546
2024,탄자니아,530
2024,알제리,480
2024,라이베리아,470
2024,콩고민주공화국,340
2024,수단,340
2024,세네갈,297
2024,기니,244
2024,말리,232
2024,코트디부아르,207
2024,감비아,118
2024,짐바브웨,117
2024,가봉,108
2024,시에라리온,106
2024,앙골라,104
2024,잠비아,98
2024,말라위,61
2024,부르키나파소,59
2024,마다가스카르,55
2024,모잠비크,52
2024,토고,44
2024,보츠와나,34
2024,남수단공화국,34
2024,콩고,27
2024,소말리아,24
2024,베냉,17
2024,모리타니,15
2024,중앙아프리카공화국,14
2024,니제르,12
2024,기니비사우,11
2024,에리트레아,10
2024,모리셔스,9
2024,레소토,9
2024,적도기니,8
2024,차드,7
2024,에스와티니,5
2024,지부티,4
2024,나미비아,3
2024,코모로,2
2024,카보베르데,1
2024,세이셸,1
2024,기타,184
2025,베트남,293907
2025,한국계중국인,251037
2025,중국,226628
2025,네팔,89521
2025,우즈베키스탄,69317
2025,캄보디아,65220
2025,인도네시아,62021
2025,미얀마,58016
2025,필리핀,54866
2025,타이,45892
2025,몽골,42049
2025,스리랑카,36951
2025,방글라데시,32407
2025,일본,29350
2025,카자흐스탄,20009
2025,파키스탄,17395
2025,타이완,17187
2025,인도,15837
2025,라오스,11543
2025,키르기즈,9170
2025,말레이시아,5406
2025,티모르민주공화국,4679
2025,튀르키예,3477
2025,홍콩,2284
2025,타지키스탄,2040
2025,시리아,1926
2025,이란,1439
2025,예멘공화국,1234
2025,아프가니스탄,920
2025,싱가포르,918
2025,사우디아라비아,872
2025,투르크메니스탄,695
2025,요르단,610
2025,이라크,565
2025,이스라엘,250
2025,아랍에미리트연합,236
2025,마카오,137
2025,팔레스타인,115
2025,브루나이,91
2025,카타르,67
2025,레바논,60
2025,오만,55
2025,쿠웨이트,40
2025,부탄,38
2025,바레인,22
2025,키프로스,16
2025,몰디브,3
2025,홍콩거주난민,1
2025,미국,37027
2025,캐나다,4602
2025,브라질,1551
2025,멕시코,1119
2025,콜롬비아,646
2025,페루,510
2025,에콰도르,325
2025,칠레,321
2025,아르헨티나,224
2025,베네수엘라,170
2025,아이티,151
2025,도미니카공화국,88
2025,파라과이,87
2025,코스타리카,86
2025,파나마,83
2025,과테말라,81
2025,볼리비아,72
2025,엘살바도르,68
2025,온두라스,65
2025,쿠바,51
2025,우루과이,43
2025,니카라과,42
2025,트리니다드토바고,31
2025,자메이카,31
2025,도미니카연방,19
2025,가이아나,18
2025,세인트크리스토퍼네비스,12
2025,바하마,12
2025,그레나다,6
2025,세인트루시아,4
2025,바베이도스,4
2025,앤티카바부다,3
2025,벨리즈,3
2025,세인트빈센트그레나딘,1
2025,러시아(연방),22138
2025,프랑스,5552
2025,영국,5169
2025,독일,3168
2025,한국계러시아인,2712
2025,우크라이나,2583
2025,이탈리아,1483
2025,스페인,1339
2025,네덜란드,864
2025,폴란드,741
2025,스웨덴,569
2025,아일랜드,568
2025,아제르바이잔,535
2025,벨기에,492
2025,덴마크,394
2025,스위스,385
2025,루마니아,332
2025,벨라루스,330
2025,노르웨이,323
2025,헝가리,289
2025,핀란드,285
2025,오스트리아,256
2025,포르투갈,235
2025,그리스,231
2025,체코,213
2025,리투아니아,183
2025,불가리아,167
2025,조지아,132
2025,슬로바크,100
2025,아르메니아,93
2025,크로아티아,91
2025,라트비아,87
2025,영국외지민,80
2025,세르비아,77
2025,몰도바,66
2025,룩셈부르크,58
2025,에스토니아,55
2025,슬로베니아,52
2025,알바니아,37
2025,보스니아-헤르체고비나,14
2025,북마케도니아,11
2025,몬테네그로,10
2025,아이슬란드,9
2025,몰타,8
2025,코소보,6
2025,영국해외영토시민,3
