"행정구역","2023년12월_총인구수","2023년12월_세대수"
"울산광역시  (3100000000)","1,103,661","490,690"
"울산광역시 중구 (3111000000)","208,668","94,372"
"울산광역시 남구 (3114000000)","307,232","140,162"
"울산광역시 동구 (3117000000)","152,287","67,743"
"울산광역시 북구 (3120000000)","216,477","87,865"
"울산광역시 울주군 (3171000000)","218,997","100,548"
