"행정구역","2023년12월_총인구수","2023년12월_세대수"
"대구광역시  (2700000000)","2,374,960","1,094,148"
"대구광역시 중구 (2711000000)","89,064","44,871"
"대구광역시 동구 (2714000000)","342,813","162,691"
"대구광역시 서구 (2717000000)","164,088","83,949"
"대구광역시 남구 (2720000000)","139,187","75,887"
"대구광역시 북구 (2723000000)","419,624","191,349"
"대구광역시 수성구 (2726000000)","407,331","171,939"
"대구광역시 달서구 (2729000000)","527,781","235,685"
"대구광역시 달성군 (2771000000)","262,084","114,189"
"대구광역시 군위군 (2772000000)","22,988","13,588"
