"행정구역","2023년12월_총인구수","2023년12월_세대수"
"대전광역시  (3000000000)","1,442,216","680,261"
"대전광역시 동구 (3011000000)","217,628","108,996"
"대전광역시 중구 (3014000000)","223,256","106,885"
"대전광역시 서구 (3017000000)","464,634","217,305"
"대전광역시 유성구 (3020000000)","366,845","166,767"
"대전광역시 대덕구 (3023000000)","169,853","80,308"
