adm3_name	adm3_name1	adm3_name2	adm3_name3	adm3_pcode	adm2_name	adm2_name1	adm2_name2	adm2_name3	adm2_pcode	adm1_name	adm1_name1	adm1_name2	adm1_name3	adm1_pcode	adm0_name	adm0_name1	adm0_name2	adm0_name3	adm0_pcode	valid_on	valid_to	area_sqkm	version	lang	lang1	lang2	lang3	adm3_ref_name	center_lat	center_lon
3	Al-Iskandaria	الاسكندرية			44.36359383	32.85506259						Al-Iskandaria	الاسكندرية			IQG07Q04N02	Al-Mussyab	المسيب			IQG07Q04	Babil	بابل			IQG07	Iraq				IQ	2019-06-03 00:00:00		v01	en	ar
3	Al-Islah	الاصلاح			46.63195352	31.23082445						Al-Islah	الاصلاح			IQG17Q04N04	Al-Nasiriya	الناصرية			IQG17Q04	Thi Qar	ذي قار			IQG17	Iraq				IQ	2019-06-03 00:00:00		v01	en	ar
3	Al-Jadwal Al-Ghrabi	الجدول الغربي			44.26571726	32.50922233						Al-Jadwal Al-Ghrabi	الجدول الغربي			IQG12Q02N01	Al-Hindiya	الهندية			IQG12Q02	Kerbala	كربلاء			IQG12	Iraq				IQ	2019-06-03 00:00:00		v01	en	ar
3	Al-Jisr	الجسر			44.56151452	33.29218953						Al-Jisr	الجسر			IQG08Q04N02	Al-Mada'in	المدائن			IQG08Q04	Baghdad	بغداد			IQG08	Iraq				IQ	2019-06-03 00:00:00		v01	en	ar
3	Al-Karabla	الكرابلة			40.73211639	34.06973556						Al-Karabla	الكرابلة			IQG01Q02N01	Al-Kaim	القائم			IQG01Q02	Al-Anbar	الانبار			IQG01	Iraq				IQ	2019-06-03 00:00:00		v01	en	ar
3	Al-Karrada Al-Sharqia	الكرادة الشرقية			44.39970036	33.28597963						Al-Karrada Al-Sharqia	الكرادة الشرقية			IQG08Q06N01	Al-Risafa	الرصافة			IQG08Q06	Baghdad	بغداد			IQG08	Iraq				IQ	2019-06-03 00:00:00		v01	en	ar
3	Al-Kifil	الكفل			44.44990568	32.27872073						Al-Kifil	الكفل			IQG07Q02N01	Al-Hilla	الحلة			IQG07Q02	Babil	بابل			IQG07	Iraq				IQ	2019-06-03 00:00:00		v01	en	ar
3	Al-Latifya	اللطيفية			44.44896054	32.93212734						Al-Latifya	اللطيفية			IQG08Q05N03	Al-Mahmoudiya	المحمودية			IQG08Q05	Baghdad	بغداد			IQG08	Iraq				IQ	2019-06-03 00:00:00		v01	en	ar
3	Al-Madhatiya	المدحتية			44.8121759	32.50143435						Al-Madhatiya	المدحتية			IQG07Q01N03	Al-Hashimiya	الهاشمية			IQG07Q01	Babil	بابل			IQG07	Iraq				IQ	2019-06-03 00:00:00		v01	en	ar
3	Al-Majd	المجد			45.18777626	31.33451809						Al-Majd	المجد			IQG03Q02N02	Al-Rumaitha	الرميثة			IQG03Q02	Al-Muthanna	المثنى			IQG03	Iraq				IQ	2019-06-03 00:00:00		v01	en	ar
3	Al-Mamoon	المأمون			44.53938836	33.1376294						Al-Mamoon	المأمون			IQG08Q03N01	Al-Karkh	الكرخ			IQG08Q03	Baghdad	بغداد			IQG08	Iraq				IQ	2019-06-03 00:00:00		v01	en	ar
3	Al-Mansour	المنصور			44.30381826	33.293959						Al-Mansour	المنصور			IQG08Q03N03	Al-Karkh	الكرخ			IQG08Q03	Baghdad	بغداد			IQG08	Iraq				IQ	2019-06-03 00:00:00		v01	en	ar
3	Al-Mansouriyah	المنصورية			44.8117183	34.15780065						Al-Mansouriyah	المنصورية			IQG10Q01N02	Al-Khalis	الخالص			IQG10Q01	Diyala	ديالى			IQG10	Iraq				IQ	2019-06-03 00:00:00		v01	en	ar
3	Al-Mashroo	المشروع			44.76679453	32.68510214						Al-Mashroo	المشروع			IQG07Q03N03	Al-Mahaweel	المحاويل			IQG07Q03	Babil	بابل			IQG07	Iraq				IQ	2019-06-03 00:00:00		v01	en	ar
3	Al-Mihanawiya	المهناوية			44.60679931	31.97057878						Al-Mihanawiya	المهناوية			IQG05Q04N01	Al-Shamiya	الشامية			IQG05Q04	Al-Qadissiya	القادسية			IQG05	Iraq				IQ	2019-06-03 00:00:00		v01	en	ar
3	Al-Mowafaqiya	الموفقية			45.88351431	32.18144532						Al-Mowafaqiya	الموفقية			IQG18Q01N02	Al-Hai	الحي			IQG18Q01	Wassit	واسط			IQG18	Iraq				IQ	2019-06-03 00:00:00		v01	en	ar
3	Al-Msharah	المشرح			47.37803379	31.860479						Al-Msharah	المشرح			IQG14Q03N02	Al-Kahla	الكحلاء			IQG14Q03	Maysan	ميسان			IQG14	Iraq				IQ	2019-06-03 00:00:00		v01	en	ar
3	Al-Muhamadath	المحمداث			42.79766408	36.26267445						Al-Muhamadath	المحمداث			IQG15Q05N04	Al-Mosul	الموصل			IQG15Q05	Ninewa	نينوى			IQG15	Iraq				IQ	2019-06-03 00:00:00		v01	en	ar
3	Al-Multaka	الملتقى			44.21213753	35.46530565						Al-Multaka	الملتقى			IQG13Q04N03	Kirkuk	كركوك			IQG13Q04	Kirkuk	كركوك			IQG13	Iraq				IQ	2019-06-03 00:00:00		v01	en	ar
3	Al-Muotasim	المعتصم			44.06536076	34.12795562						Al-Muotasim	المعتصم			IQG16Q05N01	Samarra	سامراء			IQG16Q05	Salah Al-Din	صلاح الدين			IQG16	Iraq				IQ	2019-06-03 00:00:00		v01	en	ar
3	Al-Najmi	النجمي			45.32203506	31.63768373						Al-Najmi	النجمي			IQG03Q02N03	Al-Rumaitha	الرميثة			IQG03Q02	Al-Muthanna	المثنى			IQG03	Iraq				IQ	2019-06-03 00:00:00		v01	en	ar
3	Al-Nashwa	النشوة			47.63470891	30.88951709						Al-Nashwa	النشوة			IQG02Q07N01	Shat Al-Arab	شط العرب			IQG02Q07	Al-Basrah	البصرة			IQG02	Iraq				IQ	2019-06-03 00:00:00		v01	en	ar
3	Al-Nasr	النصر			45.95418395	31.46935117						Al-Nasr	النصر			IQG17Q02N02	Al-Rifai	الرفاعي			IQG17Q02	Thi Qar	ذي قار			IQG17	Iraq				IQ	2019-06-03 00:00:00		v01	en	ar
3	Al-Nekhaeeb	النخيب			41.78731805	32.14970302						Al-Nekhaeeb	النخيب			IQG01Q04N01	Al-Rutba	الرطبة			IQG01Q04	Al-Anbar	الانبار			IQG01	Iraq				IQ	2019-06-03 00:00:00		v01	en	ar
3	Al-Obiadi	العبيدي			41.36331329	34.10370587						Al-Obiadi	العبيدي			IQG01Q02N02	Al-Kaim	القائم			IQG01Q02	Al-Anbar	الانبار			IQG01	Iraq				IQ	2019-06-03 00:00:00		v01	en	ar
3	Al-Qahtanya	القحطانية			41.59725065	36.20728311						Al-Qahtanya	القحطانية			IQG15Q02N02	Al-Baaj	البعاج			IQG15Q02	Ninewa	نينوى			IQG15	Iraq				IQ	2019-06-03 00:00:00		v01	en	ar
3	Al-Qairawan	القيروان			42.03733239	36.21383448						Al-Qairawan	القيروان			IQG15Q07N01	Sinjar	سنجار			IQG15Q07	Ninewa	نينوى			IQG15	Iraq				IQ	2019-06-03 00:00:00		v01	en	ar
3	Al-Qasim	القاسم			44.68442745	32.24963031						Al-Qasim	القاسم			IQG07Q01N01	Al-Hashimiya	الهاشمية			IQG07Q01	Babil	بابل			IQG07	Iraq				IQ	2019-06-03 00:00:00		v01	en	ar
3	Al-Qayarra	القيارة			43.2387458	35.85049784						Al-Qayarra	القيارة			IQG15Q05N01	Al-Mosul	الموصل			IQG15Q05	Ninewa	نينوى			IQG15	Iraq				IQ	2019-06-03 00:00:00		v01	en	ar
3	Al-Qosh	القوش			43.05795141	36.67655588						Al-Qosh	القوش			IQG15Q09N02	Tilkaef	تلكيف			IQG15Q09	Ninewa	نينوى			IQG15	Iraq				IQ	2019-06-03 00:00:00		v01	en	ar
3	Al-Rahhaliya	الرحالية			43.15816387	32.89608357						Al-Rahhaliya	الرحالية			IQG01Q03N02	Al-Ramadi	الرمادي			IQG01Q03	Al-Anbar	الانبار			IQG01	Iraq				IQ	2019-06-03 00:00:00		v01	en	ar
3	Al-Rashad	الرشاد			43.99576053	35.01589513						Al-Rashad	الرشاد			IQG13Q02N01	Daquq	داقوق			IQG13Q02	Kirkuk	كركوك			IQG13	Iraq				IQ	2019-06-03 00:00:00		v01	en	ar
3	Al-Rashdia	الراشدية			44.40847831	33.54805605						Al-Rashdia	الراشدية			IQG08Q01N03	Al-Adhamiya	الاعظمية			IQG08Q01	Baghdad	بغداد			IQG08	Iraq				IQ	2019-06-03 00:00:00		v01	en	ar
3	Al-Rasheed	الرشيد			44.41412205	33.12457849						Al-Rasheed	الرشيد			IQG08Q05N02	Al-Mahmoudiya	المحمودية			IQG08Q05	Baghdad	بغداد			IQG08	Iraq				IQ	2019-06-03 00:00:00		v01	en	ar
3	Al-Riyadh	الرياض			43.83878526	35.19904476						Al-Riyadh	الرياض			IQG13Q01N03	Al-Hawiga	الحويجة			IQG13Q01	Kirkuk	كركوك			IQG13	Iraq				IQ	2019-06-03 00:00:00		v01	en	ar
3	Al-Rummaneh	الرمانة			41.38456504	34.73004743						Al-Rummaneh	الرمانة			IQG01Q02N03	Al-Kaim	القائم			IQG01Q02	Al-Anbar	الانبار			IQG01	Iraq				IQ	2019-06-03 00:00:00		v01	en	ar
3	Al-Saadiya	السعدية			45.15334878	34.10049102						Al-Saadiya	السعدية			IQG10Q05N01	Khanaqin	خانقين			IQG10Q05	Diyala	ديالى			IQG10	Iraq				IQ	2019-06-03 00:00:00		v01	en	ar
3	Al-Sadeer	السدير			45.00741522	31.79795608						Al-Sadeer	السدير			IQG05Q03N01	Al-Hamza	الحمزة			IQG05Q03	Al-Qadissiya	القادسية			IQG05	Iraq				IQ	2019-06-03 00:00:00		v01	en	ar
3	Al-Salam	السلام			46.84627794	31.38170628						Al-Salam	السلام			IQG14Q04N01	Al-Maimouna	الميمونة			IQG14Q04	Maysan	ميسان			IQG14	Iraq				IQ	2019-06-03 00:00:00		v01	en	ar
3	Al-Saniya	السنية			44.78848808	32.03816994						Al-Saniya	السنية			IQG05Q02N02	Al-Diwaniya	الديوانية			IQG05Q02	Al-Qadissiya	القادسية			IQG05	Iraq				IQ	2019-06-03 00:00:00		v01	en	ar
3	Al-Shabaka	الشبكة			43.41382598	31.00748756						Al-Shabaka	الشبكة			IQG04Q03N02	Al-Najaf	النجف			IQG04Q03	Al-Najaf	النجف			IQG04	Iraq				IQ	2019-06-03 00:00:00		v01	en	ar
3	Al-Shafeia	الشافعية			44.82339764	31.8945431						Al-Shafeia	الشافعية			IQG05Q02N03	Al-Diwaniya	الديوانية			IQG05Q02	Al-Qadissiya	القادسية			IQG05	Iraq				IQ	2019-06-03 00:00:00		v01	en	ar
3	Al-Shamal	الشمال			41.72045758	36.47401943						Al-Shamal	الشمال			IQG15Q07N02	Sinjar	سنجار			IQG15Q07	Ninewa	نينوى			IQG15	Iraq				IQ	2019-06-03 00:00:00		v01	en	ar
3	Al-Shehamiya	الشحيمية			45.00474145	32.68199693						Al-Shehamiya	الشحيمية			IQG18Q04N02	Al-Suwaira	الصويرة			IQG18Q04	Wassit	واسط			IQG18	Iraq				IQ	2019-06-03 00:00:00		v01	en	ar
3	Al-Shinafiya	الشنافية			44.73908565	31.49192938						Al-Shinafiya	الشنافية			IQG05Q03N02	Al-Hamza	الحمزة			IQG05Q03	Al-Qadissiya	القادسية			IQG05	Iraq				IQ	2019-06-03 00:00:00		v01	en	ar
3	Al-Shomaly	الشوملي			44.99899521	32.36389481						Al-Shomaly	الشوملي			IQG07Q01N02	Al-Hashimiya	الهاشمية			IQG07Q01	Babil	بابل			IQG07	Iraq				IQ	2019-06-03 00:00:00		v01	en	ar
3	Al-Siba	السيبة			48.05098281	30.31563221						Al-Siba	السيبة			IQG02Q01N01	Abu Al-Khaseeb	ابي الخصيب			IQG02Q01	Al-Basrah	البصرة			IQG02	Iraq				IQ	2019-06-03 00:00:00		v01	en	ar
3	Al-Sowair	السوير			45.30059456	31.21721949						Al-Sowair	السوير			IQG03Q04N01	Al-Samawa	السماوة			IQG03Q04	Al-Muthanna	المثنى			IQG03	Iraq				IQ	2019-06-03 00:00:00		v01	en	ar
3	Al-Synia	الصينية			43.02487964	34.77281141						Al-Synia	الصينية			IQG16Q03N02	Beygee	بيجي			IQG16Q03	Salah Al-Din	صلاح الدين			IQG16	Iraq				IQ	2019-06-03 00:00:00		v01	en	ar
3	Al-Taji	التاجي			44.23492216	33.51553701						Al-Taji	التاجي			IQG08Q02N05	Al-Kadhmiyah	الكاظمية			IQG08Q02	Baghdad	بغداد			IQG08	Iraq				IQ	2019-06-03 00:00:00		v01	en	ar
3	Al-Tar	الطار			46.65381414	30.9262042						Al-Tar	الطار			IQG17Q05N02	Suq Al-Shoyokh	سوق الشيوخ			IQG17Q05	Thi Qar	ذي قار			IQG17	Iraq				IQ	2019-06-03 00:00:00		v01	en	ar
3	Al-Tarmiya	الطارمية			44.2501072	33.64939798						Al-Tarmiya	الطارمية			IQG08Q02N04	Al-Kadhmiyah	الكاظمية			IQG08Q02	Baghdad	بغداد			IQG08	Iraq				IQ	2019-06-03 00:00:00		v01	en	ar
3	Al-Teeb	الطيب			47.27731952	32.21839103						Al-Teeb	الطيب			IQG14Q01N02	Al-Amara	العمارة			IQG14Q01	Maysan	ميسان			IQG14	Iraq				IQ	2019-06-03 00:00:00		v01	en	ar
3	Al-Thagar	الثغر			47.50797013	31.12122851						Al-Thagar	الثغر			IQG02Q05N02	Al-Qurna	القرنة			IQG02Q05	Al-Basrah	البصرة			IQG02	Iraq				IQ	2019-06-03 00:00:00		v01	en	ar
3	Al-Tharthar	الثرثار			43.43795971	34.15887607						Al-Tharthar	الثرثار			IQG16Q05N02	Samarra	سامراء			IQG16Q05	Salah Al-Din	صلاح الدين			IQG16	Iraq				IQ	2019-06-03 00:00:00		v01	en	ar
3	Al-Wajihia	الوجيهية			44.90868249	33.7871977						Al-Wajihia	الوجيهية			IQG10Q02N01	Al-Muqdadiya	المقدادية			IQG10Q02	Diyala	ديالى			IQG10	Iraq				IQ	2019-06-03 00:00:00		v01	en	ar
3	Al-Walid	الوليد			39.33647365	33.33674462						Al-Walid	الوليد			IQG01Q04N02	Al-Rutba	الرطبة			IQG01Q04	Al-Anbar	الانبار			IQG01	Iraq				IQ	2019-06-03 00:00:00		v01	en	ar
3	Al-Warka	الوركاء			45.46927878	31.50251709						Al-Warka	الوركاء			IQG03Q02N04	Al-Rumaitha	الرميثة			IQG03Q02	Al-Muthanna	المثنى			IQG03	Iraq				IQ	2019-06-03 00:00:00		v01	en	ar
3	Al-Wihda	الوحدة			44.74122572	33.25900836						Al-Wihda	الوحدة			IQG08Q04N03	Al-Mada'in	المدائن			IQG08Q04	Baghdad	بغداد			IQG08	Iraq				IQ	2019-06-03 00:00:00		v01	en	ar
3	Al-Yousifya	اليوسفية			44.17703687	33.13547541						Al-Yousifya	اليوسفية			IQG08Q05N04	Al-Mahmoudiya	المحمودية			IQG08Q05	Baghdad	بغداد			IQG08	Iraq				IQ	2019-06-03 00:00:00		v01	en	ar
3	Al-Zab	الزاب			43.50583816	35.40464394						Al-Zab	الزاب			IQG13Q01N02	Al-Hawiga	الحويجة			IQG13Q01	Kirkuk	كركوك			IQG13	Iraq				IQ	2019-06-03 00:00:00		v01	en	ar
3	Al-Zubaidiya	الزبيدية			45.18462981	32.66109823						Al-Zubaidiya	الزبيدية			IQG18Q04N01	Al-Suwaira	الصويرة			IQG18Q04	Wassit	واسط			IQG18	Iraq				IQ	2019-06-03 00:00:00		v01	en	ar
3	Ali Al-Sharki	علي الشرقي			46.68041333	32.42091515						Ali Al-Sharki	علي الشرقي			IQG14Q02N02	Ali Al-Gharbi	علي الغربي			IQG14Q02	Maysan	ميسان			IQG14	Iraq				IQ	2019-06-03 00:00:00		v01	en	ar
3	Altun Qupri	التون كوبري			44.32234199	35.67313788						Altun Qupri	التون كوبري			IQG13Q03N03	Dibis	دبس			IQG13Q03	Kirkuk	كركوك			IQG13	Iraq				IQ	2019-06-03 00:00:00		v01	en	ar
3	Ameraly	آمرلي			44.53124218	34.67713136						Ameraly	آمرلي			IQG16Q07N01	Tooz Khurmato	طوز خورماتو			IQG16Q07	Salah Al-Din	صلاح الدين			IQG16	Iraq				IQ	2019-06-03 00:00:00		v01	en	ar
3	Atreesh	ئةتريش			43.332344	36.83053625						Atreesh	ئةتريش			IQG15Q06N03	Al-Shikhan	الشيخان			IQG15Q06	Ninewa	نينوى			IQG15	Iraq				IQ	2019-06-03 00:00:00		v01	en	ar
3	Baghdad Al-Jedeeda	بغداد الجديدة			44.50195156	33.34600295						Baghdad Al-Jedeeda	بغداد الجديدة			IQG08Q06N02	Al-Risafa	الرصافة			IQG08Q06	Baghdad	بغداد			IQG08	Iraq				IQ	2019-06-03 00:00:00		v01	en	ar
3	Balak	بالك			44.88334755	36.60003156						Balak	بالك			IQG11Q05N03	Rawanduz	راوندوز			IQG11Q05	Erbil	اربيل			IQG11	Iraq				IQ	2019-06-03 00:00:00		v01	en	ar
3	Bardarash	بردرش			43.69009848	36.49125768						Bardarash	بردرش			IQG15Q01N01	Aqra	عقرة			IQG15Q01	Ninewa	نينوى			IQG15	Iraq				IQ	2019-06-03 00:00:00		v01	en	ar
3	Bartilla	برطلة			43.35621796	36.3282205						Bartilla	برطلة			IQG15Q03N02	Al-Hamdaniya	الحمدانية			IQG15Q03	Ninewa	نينوى			IQG15	Iraq				IQ	2019-06-03 00:00:00		v01	en	ar
3	Barwana	بروانه			42.46700775	34.32355744						Barwana	بروانه			IQG01Q06N02	Haditha	حديثة			IQG01Q06	Al-Anbar	الانبار			IQG01	Iraq				IQ	2019-06-03 00:00:00		v01	en	ar
3	Barwari Bala	برواري بالا			43.36712469	37.23976168						Barwari Bala	برواري بالا			IQG09Q01N01	Al-Amadiya	العمادية			IQG09Q01	Duhok	دهوك			IQG09	Iraq				IQ	2019-06-03 00:00:00		v01	en	ar
3	Barzan	بارزان			43.99992176	37.01730152						Barzan	بارزان			IQG11Q01N01	Al-Zibar	الزيبار			IQG11Q01	Erbil	اربيل			IQG11	Iraq				IQ	2019-06-03 00:00:00		v01	en	ar
3	Bashiqa	بعشيقة			43.36126903	36.45521024						Bashiqa	بعشيقة			IQG15Q05N03	Al-Mosul	الموصل			IQG15Q05	Ninewa	نينوى			IQG15	Iraq				IQ	2019-06-03 00:00:00		v01	en	ar
3	Bateel	باتيل			42.65017581	36.97144694						Bateel	باتيل			IQG09Q03N01	Sumail	سميل			IQG09Q03	Duhok	دهوك			IQG09	Iraq				IQ	2019-06-03 00:00:00		v01	en	ar
3	Batifa	باتيفا			43.05685918	37.22716812						Batifa	باتيفا			IQG09Q04N02	Zakho	زاخو			IQG09Q04	Duhok	دهوك			IQG09	Iraq				IQ	2019-06-03 00:00:00		v01	en	ar
3	Bazian	بازيان			45.13989642	35.56571161						Bazian	بازيان			IQG06Q01N01	Al-Sulaymaniyah	السليمانية			IQG06Q01	Al-Sulaymaniyah	السليمانية			IQG06	Iraq				IQ	2019-06-03 00:00:00		v01	en	ar
3	Bebaz	بيباز			45.48531315	34.95940351						Bebaz	بيباز			IQG06Q06N02	Kalar	كلار			IQG06Q06	Al-Sulaymaniyah	السليمانية			IQG06	Iraq				IQ	2019-06-03 00:00:00		v01	en	ar
3	Begeel	بجيل			44.13004804	36.65497867						Begeel	بجيل			IQG15Q01N02	Aqra	عقرة			IQG15Q01	Ninewa	نينوى			IQG15	Iraq				IQ	2019-06-03 00:00:00		v01	en	ar
3	Beni Hasheem	بني هاشم			47.60142458	31.62423188						Beni Hasheem	بني هاشم			IQG14Q03N01	Al-Kahla	الكحلاء			IQG14Q03	Maysan	ميسان			IQG14	Iraq				IQ	2019-06-03 00:00:00		v01	en	ar
3	Beni Saad	بني سعد			44.54403432	33.6469505						Beni Saad	بني سعد			IQG10Q04N02	Baquba	بعقوبة			IQG10Q04	Diyala	ديالى			IQG10	Iraq				IQ	2019-06-03 00:00:00		v01	en	ar
3	Beyara	بيارة			46.13138053	35.19096815						Beyara	بيارة			IQG06Q05N01	Halabcha	حلبجة			IQG06Q05	Al-Sulaymaniyah	السليمانية			IQG06	Iraq				IQ	2019-06-03 00:00:00		v01	en	ar
3	Bitwana	بتوانه			44.65345318	36.34102377						Bitwana	بتوانه			IQG06Q09N03	Rania	رانية			IQG06Q09	Al-Sulaymaniyah	السليمانية			IQG06	Iraq				IQ	2019-06-03 00:00:00		v01	en	ar
3	Bradost	برادوست			44.64229232	36.9395967						Bradost	برادوست			IQG11Q05N06	Rawanduz	راوندوز			IQG11Q05	Erbil	اربيل			IQG11	Iraq				IQ	2019-06-03 00:00:00		v01	en	ar
3	Buhriz	بهرز			44.69692055	33.60633023						Buhriz	بهرز			IQG10Q04N01	Baquba	بعقوبة			IQG10Q04	Diyala	ديالى			IQG10	Iraq				IQ	2019-06-03 00:00:00		v01	en	ar
3	Cenkaw	سنكاو			45.19739395	35.24610051						Cenkaw	سنكاو			IQG06Q02N04	Chamchamal	جمجمال			IQG06Q02	Al-Sulaymaniyah	السليمانية			IQG06	Iraq				IQ	2019-06-03 00:00:00		v01	en	ar
3	Dercar	دركار			42.79317886	37.22745342						Dercar	دركار			IQG09Q04N03	Zakho	زاخو			IQG09Q04	Duhok	دهوك			IQG09	Iraq				IQ	2019-06-03 00:00:00		v01	en	ar
3	Diana	ديانا			44.52709123	36.69424143						Diana	ديانا			IQG11Q05N02	Rawanduz	راوندوز			IQG11Q05	Erbil	اربيل			IQG11	Iraq				IQ	2019-06-03 00:00:00		v01	en	ar
3	Dibaga	ديبكة			43.77084482	35.85153073						Dibaga	ديبكة			IQG11Q04N03	Makhmour	مخمور			IQG11Q04	Erbil	اربيل			IQG11	Iraq				IQ	2019-06-03 00:00:00		v01	en	ar
3	Dijla	دجلة			43.30045028	34.43974903						Dijla	دجلة			IQG16Q05N04	Samarra	سامراء			IQG16Q05	Salah Al-Din	صلاح الدين			IQG16	Iraq				IQ	2019-06-03 00:00:00		v01	en	ar
3	Dinarta	دينارتة			43.91422553	36.84271814						Dinarta	دينارتة			IQG15Q01N04	Aqra	عقرة			IQG15Q01	Ninewa	نينوى			IQG15	Iraq				IQ	2019-06-03 00:00:00		v01	en	ar
3	Fayde	فايدة			42.94171392	36.74391154						Fayde	فايدة			IQG09Q03N02	Sumail	سميل			IQG09Q03	Duhok	دهوك			IQG09	Iraq				IQ	2019-06-03 00:00:00		v01	en	ar
3	Garmat Beni Said	كرمة بني سعد			46.60156644	30.78258809						Garmat Beni Said	كرمة بني سعد			IQG17Q05N01	Suq Al-Shoyokh	سوق الشيوخ			IQG17Q05	Thi Qar	ذي قار			IQG17	Iraq				IQ	2019-06-03 00:00:00		v01	en	ar
3	Ghammas	غماس			44.67392875	31.70489719						Ghammas	غماس			IQG05Q04N02	Al-Shamiya	الشامية			IQG05Q04	Al-Qadissiya	القادسية			IQG05	Iraq				IQ	2019-06-03 00:00:00		v01	en	ar
3	Gnareen	جنارين			44.89790635	36.02702315						Gnareen	جنارين			IQG06Q04N01	Dokan	دوكان			IQG06Q04	Al-Sulaymaniyah	السليمانية			IQG06	Iraq				IQ	2019-06-03 00:00:00		v01	en	ar
3	Gwyer	الكوير			43.60970809	36.07467188						Gwyer	الكوير			IQG11Q04N04	Makhmour	مخمور			IQG11Q04	Erbil	اربيل			IQG11	Iraq				IQ	2019-06-03 00:00:00		v01	en	ar
3	Haji Omaran	الحج عمران			44.95726836	36.68408094						Haji Omaran	الحج عمران			IQG11Q05N07	Rawanduz	راوندوز			IQG11Q05	Erbil	اربيل			IQG11	Iraq				IQ	2019-06-03 00:00:00		v01	en	ar
3	Hammam Al-Alil	حمام العليل			43.09292342	36.14248473						Hammam Al-Alil	حمام العليل			IQG15Q05N02	Al-Mosul	الموصل			IQG15Q05	Ninewa	نينوى			IQG15	Iraq				IQ	2019-06-03 00:00:00		v01	en	ar
3	Hamreen	حمرين			44.35656612	34.52050073						Hamreen	حمرين			IQG16Q01N01	Al-Daur	الدور			IQG16Q01	Salah Al-Din	صلاح الدين			IQG16	Iraq				IQ	2019-06-03 00:00:00		v01	en	ar
3	Harir	ديرة حرير			44.2127556	36.5525059						Harir	ديرة حرير			IQG11Q06N03	Shaqlawa	شقلاوة			IQG11Q06	Erbil	اربيل			IQG11	Iraq				IQ	2019-06-03 00:00:00		v01	en	ar
3	Hero	هيرو			45.29084955	36.08918364						Hero	هيرو			IQG06Q08N01	Pshdar	بشدر			IQG06Q08	Al-Sulaymaniyah	السليمانية			IQG06	Iraq				IQ	2019-06-03 00:00:00		v01	en	ar
3	Hibhib	هبهب			44.47928654	33.71618036						Hibhib	هبهب			IQG10Q01N03	Al-Khalis	الخالص			IQG10Q01	Diyala	ديالى			IQG10	Iraq				IQ	2019-06-03 00:00:00		v01	en	ar
3	Jabarra	جبارة			44.99093604	34.60590706						Jabarra	جبارة			IQG10Q06N01	Kifri	كفري			IQG10Q06	Diyala	ديالى			IQG10	Iraq				IQ	2019-06-03 00:00:00		v01	en	ar
3	Jalawla	جلولاء			45.0742893	34.32218172						Jalawla	جلولاء			IQG10Q05N04	Khanaqin	خانقين			IQG10Q05	Diyala	ديالى			IQG10	Iraq				IQ	2019-06-03 00:00:00		v01	en	ar
3	Jassan	جصان			45.84193608	32.88013744						Jassan	جصان			IQG18Q05N02	Badra	بدرة			IQG18Q05	Wassit	واسط			IQG18	Iraq				IQ	2019-06-03 00:00:00		v01	en	ar
3	Jurf Al-Sakhar	جرف الصخر			44.20549042	32.8042382						Jurf Al-Sakhar	جرف الصخر			IQG07Q04N01	Al-Mussyab	المسيب			IQG07Q04	Babil	بابل			IQG07	Iraq				IQ	2019-06-03 00:00:00		v01	en	ar
3	Kadr Karam	قادر كرم			44.88729948	35.18959085						Kadr Karam	قادر كرم			IQG06Q02N03	Chamchamal	جمجمال			IQG06Q02	Al-Sulaymaniyah	السليمانية			IQG06	Iraq				IQ	2019-06-03 00:00:00		v01	en	ar
3	Kanan	كنعان			44.86506045	33.61810446						Kanan	كنعان			IQG10Q04N03	Baquba	بعقوبة			IQG10Q04	Diyala	ديالى			IQG10	Iraq				IQ	2019-06-03 00:00:00		v01	en	ar
3	Karmak	كرمك			46.06523333	35.76589745						Karmak	كرمك			IQG06Q07N01	Panjwin	بنجوين			IQG06Q07	Al-Sulaymaniyah	السليمانية			IQG06	Iraq				IQ	2019-06-03 00:00:00		v01	en	ar
3	Khailfan	خليفان			44.38127838	36.60235411						Khailfan	خليفان			IQG11Q05N04	Rawanduz	راوندوز			IQG11Q05	Erbil	اربيل			IQG11	Iraq				IQ	2019-06-03 00:00:00		v01	en	ar
3	Khoshnaw	خوشناو			44.44108281	36.36102154						Khoshnaw	خوشناو			IQG11Q06N01	Shaqlawa	شقلاوة			IQG11Q06	Erbil	اربيل			IQG11	Iraq				IQ	2019-06-03 00:00:00		v01	en	ar
3	Khourmal	خورمال			46.02415246	35.35992116						Khourmal	خورمال			IQG06Q05N02	Halabcha	حلبجة			IQG06Q05	Al-Sulaymaniyah	السليمانية			IQG06	Iraq				IQ	2019-06-03 00:00:00		v01	en	ar
3	Kubaisa	كبيسة			42.51643845	33.48026077						Kubaisa	كبيسة			IQG01Q07N03	Heet	هيت			IQG01Q07	Al-Anbar	الانبار			IQG01	Iraq				IQ	2019-06-03 00:00:00		v01	en	ar
3	Kumait	كميت			46.64036883	31.89944042						Kumait	كميت			IQG14Q01N01	Al-Amara	العمارة			IQG14Q01	Maysan	ميسان			IQG14	Iraq				IQ	2019-06-03 00:00:00		v01	en	ar
3	Kurdsein	كردسين			43.8645432	36.64658355						Kurdsein	كردسين			IQG15Q01N03	Aqra	عقرة			IQG15Q01	Ninewa	نينوى			IQG15	Iraq				IQ	2019-06-03 00:00:00		v01	en	ar
